,id,english_name,country,lat,lon,quality,length,time,date,sample_rate,remarks,sex,animal_seen,temp,label
465,937658,Great Tit,Russian Federation,43.3517,43.6436,D,0:10,05:00,2024-09-18,44100,typical,,yes,,alarm_call
466,859349,Great Tit,Russian Federation,56.7457,37.1891,D,0:21,10:49,2023-12-25,48000,typical,,yes,,alarm_call
467,770610,Great Tit,Germany,48.2741,10.8188,D,0:47,?,2022-12-12,44100,urban,,no,,alarm_call
468,679076,Great Tit,United Kingdom,50.6025,-1.191,D,0:47,10:30,2021-09-26,44100,typical,,yes,,alarm_call
469,441880,Great Tit,Netherlands,52.1468,5.3788,D,0:10,09:00,2018-11-10,44100,typical,,no,,alarm_call
470,411042,Great Tit,Italy,45.6307,9.7402,D,0:09,10:16,2013-05-01,44100,excitement,male,yes,,alarm_call
471,348484,Great Tit,France,48.803,2.1613,D,0:25,16:00,2016-12-31,44100,typical,,yes,,alarm_call
472,308771,Great Tit,Germany,48.2981,10.9178,D,0:35,10:30,2016-03-22,48000,typical,,no,,alarm_call
473,305541,Great Tit,Germany,48.3062,10.9337,D,0:37,11:30,2016-02-09,48000,typical,,no,,alarm_call
474,282772,Great Tit,Germany,48.3447,10.9154,D,0:45,10:30,2015-09-15,48000,forest/trees,,no,,alarm_call
475,279524,Great Tit,Germany,48.3062,10.9337,D,0:03,07:00,2015-09-02,48000,typical,,no,,alarm_call
476,22726,Great Tit,Kazakhstan,45.0587,75.0473,D,0:43,?,2008-06-23,22050,typical,,unknown,,alarm_call
